"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2008,2,6,3,1645,1635,1945,1940,"WN",2713,"N655WN",120,125,106,5,10,"PHX","AUS",872,4,10,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1651,1650,1748,1745,"WN",1404,"N775SW",57,55,36,3,1,"AUS","DAL",189,2,19,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1651,1630,1838,1820,"OO",2933,"N699BR",107,110,87,18,21,"AUS","MCI",650,7,13,0,"",0,18,0,0,0,0
2008,2,6,3,1655,1655,1749,1745,"WN",217,"N388SW",54,50,30,4,0,"AUS","HOU",148,3,21,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1659,1645,1804,1750,"WN",3067,"N253WN",65,65,49,14,14,"AUS","MAF",294,5,11,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1659,1705,1851,1900,"AA",1646,"N596AA",112,115,96,-9,-6,"AUS","STL",722,3,13,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1721,1720,1755,1800,"WN",1663,"N797MX",94,100,82,-5,1,"AUS","ELP",528,3,9,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1724,1720,1819,1815,"WN",2440,"N685SW",55,55,42,4,4,"MAF","AUS",294,4,9,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1725,1730,1820,1825,"MQ",3400,"N650AE",55,55,39,-5,-5,"AUS","DAL",189,5,11,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1728,1700,2027,2007,"DL",1535,"N942DL",119,127,98,20,28,"AUS","ATL",813,11,10,0,"",0,0,0,0,0,20
2008,2,6,3,1730,1715,2153,2200,"CO",351,"N16632",203,225,167,-7,15,"AUS","EWR",1504,11,25,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1732,1720,1824,1815,"WN",3506,"N629SW",52,55,38,9,12,"AUS","DAL",189,3,11,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1732,1700,1839,1805,"AA",463,"N4XHAA",67,65,40,34,32,"AUS","DFW",190,12,15,0,"",0,3,0,2,0,29
2008,2,6,3,1732,1735,2124,2155,"OH",5203,"N538CA",292,320,243,-31,-3,"JFK","AUS",1522,6,43,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1733,1745,2207,2229,"AA",1622,"N3DCAA",154,164,136,-22,-12,"SNA","AUS",1209,4,14,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1734,1738,1904,1855,"UA",509,"N817UA",150,137,108,9,-4,"AUS","DEN",775,26,16,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1738,1725,1846,1835,"WN",2116,"N434WN",68,70,51,11,13,"AUS","LBB",341,2,15,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1740,1516,2050,1825,"EV",4325,"N889AS",130,129,97,145,144,"AUS","ATL",813,22,11,0,"",0,0,144,1,0,0
2008,2,6,3,1741,1730,2232,2213,"B6",1068,"N216JB",231,223,209,19,11,"AUS","JFK",1522,7,15,0,"",0,5,0,8,0,6
2008,2,6,3,1745,1745,2144,2030,"YV",7281,"N509MJ",299,225,219,74,0,"IAD","AUS",1297,11,69,0,"",0,0,0,74,0,0
2008,2,6,3,1745,1735,2319,2255,"AA",502,"N450AA",214,200,183,24,10,"SJC","AUS",1476,5,26,0,"",0,0,0,14,0,10
2008,2,6,3,1749,1735,1847,1835,"AA",479,"N578AA",58,60,35,12,14,"DFW","AUS",190,3,20,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1750,1755,1858,1902,"XE",315,"N11199",128,127,109,-4,-5,"AUS","ABQ",619,5,14,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1750,1735,1844,1825,"WN",1127,"N452WN",54,50,35,19,15,"DAL","AUS",189,3,16,0,"",0,13,0,4,0,2
2008,2,6,3,1752,1745,1854,1850,"WN",1352,"N412WN",62,65,51,4,7,"LBB","AUS",341,3,8,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1758,1745,2016,2010,"WN",1093,"N325SW",78,85,64,6,13,"ELP","AUS",528,5,9,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1801,1805,1858,1905,"AA",563,"N528AA",57,60,35,-7,-4,"DFW","AUS",190,5,17,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1806,1745,2238,2227,"XE",4,"N16178",152,162,137,11,21,"ONT","AUS",1197,5,10,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1810,1800,1857,1845,"WN",2891,"N356SW",47,45,29,12,10,"HOU","AUS",148,3,15,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1816,1823,1953,2000,"US",224,"N322AW",157,157,132,-7,-7,"AUS","PHX",872,15,10,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1816,1820,2005,2005,"AA",1703,"N431AA",229,225,213,0,-4,"AUS","SJC",1476,3,13,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1818,1755,2024,2005,"OO",4131,"N607SK",186,190,165,19,23,"AUS","SLC",1085,7,14,0,"",0,0,0,19,0,0
2008,2,6,3,1818,1815,1905,1910,"CO",1603,"N36207",47,55,30,-5,3,"IAH","AUS",140,6,11,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1819,1745,1910,1840,"MQ",3422,"N662EH",51,55,37,30,34,"DAL","AUS",189,3,11,0,"",0,30,0,0,0,0
2008,2,6,3,1829,1830,1918,1920,"WN",2627,"N507SW",49,50,35,-2,-1,"DAL","AUS",189,5,9,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1834,1835,2017,2030,"WN",2440,"N685SW",103,115,87,-13,-1,"AUS","BNA",756,4,12,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1836,1840,2011,2011,"DL",693,"N920DE",155,151,130,0,-4,"ATL","AUS",813,10,15,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1838,1845,1949,2005,"AA",427,"N4WSAA",191,200,173,-16,-7,"AUS","LAX",1242,8,10,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1838,1830,1957,1929,"CO",620,"N39726",79,59,30,28,8,"AUS","IAH",140,36,13,0,"",0,0,0,20,0,8
2008,2,6,3,1840,1855,2115,2139,"XE",318,"N11194",95,104,78,-24,-15,"ABQ","AUS",619,6,11,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1847,1855,2124,2115,"AA",1051,"N403AA",217,200,195,9,-8,"RDU","AUS",1162,6,16,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1847,1845,1940,1945,"AA",1113,"N567AA",53,60,32,-5,2,"DFW","AUS",190,10,11,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1903,1905,2355,2359,"AA",2246,"N589AA",172,174,145,-4,-2,"LAX","AUS",1242,6,21,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1904,1850,1959,1945,"WN",288,"N452WN",55,55,39,14,14,"AUS","DAL",189,3,13,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1910,1920,2156,2217,"XE",209,"N11547",106,117,94,-21,-10,"TUS","AUS",797,6,6,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1923,1915,1959,2000,"WN",1352,"N412WN",36,45,28,-1,8,"AUS","HOU",148,2,6,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1924,1915,2022,2020,"WN",2891,"N356SW",178,185,166,2,9,"AUS","LAS",1090,4,8,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1930,1915,2036,2015,"AA",1566,"N578AA",66,60,36,21,15,"AUS","DFW",190,15,15,0,"",0,0,0,9,0,12
2008,2,6,3,1930,1930,2023,2020,"MQ",3824,"N671AE",53,50,33,3,0,"DAL","AUS",189,7,13,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1931,1930,2225,2235,"WN",3317,"N621SW",114,125,103,-10,1,"PHX","AUS",872,3,8,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1931,1930,2316,2300,"CO",806,"N16618",285,270,247,16,1,"EWR","AUS",1504,6,32,0,"",0,0,0,16,0,0
2008,2,6,3,1931,1930,2018,2027,"CO",1441,"N30401",47,57,29,-9,1,"IAH","AUS",140,5,13,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1932,1935,2028,2035,"AA",1202,"N430AA",56,60,34,-7,-3,"DFW","AUS",190,8,14,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1934,1605,NA,1835,"WN",2976,"N654SW",NA,150,NA,NA,209,"AUS","MDW",972,NA,9,0,"",1,NA,NA,NA,NA,NA
2008,2,6,3,1940,1940,2112,2115,"WN",2627,"N507SW",152,155,137,-3,0,"AUS","PHX",872,7,8,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1940,1905,2036,2000,"MQ",3441,"N662EH",56,55,38,36,35,"AUS","DAL",189,2,16,0,"",0,5,0,1,0,30
2008,2,6,3,1942,1922,2249,2226,"UA",452,"N420UA",127,124,101,23,20,"DEN","AUS",775,5,21,0,"",0,0,0,8,0,15
2008,2,6,3,1946,1930,2200,2150,"WN",426,"N660SW",134,140,123,10,16,"BNA","AUS",756,5,6,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1951,1724,2230,2003,"OO",5975,"N751SK",159,159,140,147,147,"AUS","ORD",978,7,12,0,"",0,0,0,147,0,0
2008,2,6,3,1951,1955,2255,2314,"US",229,"N308AW",124,139,105,-19,-4,"PHX","AUS",872,5,14,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1954,1948,2104,2100,"F9",219,"N938FR",130,132,107,4,6,"AUS","DEN",775,12,11,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1956,1955,2105,2055,"AA",2059,"N528AA",69,60,40,10,1,"AUS","DFW",190,18,11,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,1957,1645,2127,1828,"XE",600,"N12552",90,103,76,179,192,"MSY","AUS",445,6,8,0,"",0,179,0,0,0,0
2008,2,6,3,1958,1944,2329,2327,"OO",4008,"N668CA",151,163,128,2,14,"SLC","AUS",1085,7,16,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2006,2000,2055,2055,"WN",2713,"N655WN",49,55,40,0,6,"AUS","DAL",189,3,6,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2007,2005,24,40,"WN",2283,"N408WN",137,155,123,-16,2,"LAS","AUS",1090,5,9,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2013,1915,2216,2115,"9E",5746,"89039E",123,120,92,61,58,"MEM","AUS",559,7,24,0,"",0,0,0,3,0,58
2008,2,6,3,2035,2030,2107,2105,"WN",2278,"N325SW",92,95,82,2,5,"AUS","ELP",528,2,8,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2041,2045,18,2359,"B6",1069,"N279JB",277,254,241,19,-4,"JFK","AUS",1522,5,31,0,"",0,0,0,19,0,0
2008,2,6,3,2042,2050,2256,2315,"WN",1303,"N508SW",74,85,63,-19,-8,"ELP","AUS",528,3,8,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2043,2045,2336,2346,"F9",214,"N926FR",113,121,96,-10,-2,"DEN","AUS",775,6,11,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2046,2050,2142,2145,"MQ",3443,"N671AE",56,55,39,-3,-4,"AUS","DAL",189,3,14,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2050,2050,2150,2145,"AA",1731,"N523AA",60,55,36,5,0,"DFW","AUS",190,11,13,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2059,2000,2148,2050,"WN",983,"N339SW",49,50,34,58,59,"DAL","AUS",189,5,10,0,"",0,58,0,0,0,0
2008,2,6,3,2104,2055,2307,2251,"OH",5085,"N34CA",183,176,165,16,9,"CVG","AUS",958,5,13,0,"",0,0,9,7,0,0
2008,2,6,3,2105,2110,2146,2155,"WN",1321,"N218WN",41,45,33,-9,-5,"AUS","HOU",148,2,6,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2117,2115,2212,2212,"CO",1533,"N73270",55,57,31,0,2,"IAH","AUS",140,5,19,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2124,2045,2211,2135,"WN",3060,"N400WN",47,50,32,36,39,"DAL","AUS",189,7,8,0,"",0,36,0,0,0,0
2008,2,6,3,2154,2135,2240,2230,"AA",417,"N586AA",46,55,33,10,19,"DFW","AUS",190,4,9,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2201,2110,2248,2200,"WN",1070,"N339SW",47,50,38,48,51,"AUS","DAL",189,2,7,0,"",0,0,0,0,0,48
2008,2,6,3,2207,1855,106,2204,"XE",312,"N11194",119,129,105,182,192,"AUS","JAX",954,4,10,0,"",0,182,0,0,0,0
2008,2,6,3,2250,2120,36,2256,"OH",5579,"N376CA",166,156,132,100,90,"ATL","AUS",813,13,21,0,"",0,90,0,10,0,0
2008,2,6,3,2253,2255,2341,2346,"CO",1561,"N14629",48,51,28,-5,-2,"IAH","AUS",140,6,14,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,2312,1945,202,2230,"WN",1505,"N281WN",170,165,142,212,207,"MDW","AUS",972,4,24,0,"",0,47,0,5,0,160
2008,2,6,3,2317,2240,8,2335,"AA",1129,"N287AA",51,55,32,33,37,"DFW","AUS",190,7,12,0,"",0,33,0,0,0,0
2008,2,6,3,NA,1055,NA,1150,"WN",3585,"",NA,55,NA,NA,NA,"AUS","DAL",189,NA,NA,1,"A",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1130,NA,1320,"OO",2931,"N479CA",NA,110,NA,NA,NA,"AUS","MCI",650,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1125,NA,1220,"MQ",3488,"",NA,55,NA,NA,NA,"AUS","DAL",189,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,605,NA,750,"9E",5743,"",NA,105,NA,NA,NA,"AUS","MEM",559,NA,NA,1,"A",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1600,NA,1845,"AA",346,"",NA,165,NA,NA,NA,"AUS","ORD",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,955,NA,1235,"AA",368,"",NA,160,NA,NA,NA,"AUS","ORD",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1805,NA,1910,"AA",766,"",NA,65,NA,NA,NA,"AUS","DFW",190,NA,NA,1,"A",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1735,NA,2015,"AA",2402,"",NA,160,NA,NA,NA,"AUS","ORD",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1140,NA,1415,"AA",2486,"",NA,155,NA,NA,NA,"AUS","ORD",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,2115,NA,2200,"WN",224,"",NA,45,NA,NA,NA,"HOU","AUS",148,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,905,NA,1100,"OO",2930,"N479CA",NA,115,NA,NA,NA,"MCI","AUS",650,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,2000,NA,2251,"OO",5978,"N751SK",NA,171,NA,NA,NA,"ORD","AUS",978,NA,NA,1,"C",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1010,NA,1100,"MQ",3355,"",NA,50,NA,NA,NA,"DAL","AUS",189,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1405,NA,1650,"AA",1053,"",NA,165,NA,NA,NA,"ORD","AUS",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,815,NA,1100,"AA",1199,"",NA,165,NA,NA,NA,"ORD","AUS",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1230,NA,1515,"AA",1545,"",NA,165,NA,NA,NA,"ORD","AUS",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,1745,NA,2030,"AA",2293,"",NA,165,NA,NA,NA,"ORD","AUS",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,6,3,NA,2130,NA,15,"AA",2491,"",NA,165,NA,NA,NA,"ORD","AUS",978,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2008,2,7,4,537,540,635,635,"CO",240,"N30401",58,55,36,0,-3,"AUS","IAH",140,10,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,540,550,715,722,"YV",2908,"N931LR",155,152,137,-7,-10,"AUS","PHX",872,5,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,543,545,646,640,"MQ",3362,"N671AE",63,55,35,6,-2,"DAL","AUS",189,18,10,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,554,600,650,655,"AA",1157,"N589AA",56,55,36,-5,-6,"AUS","DFW",190,10,10,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,556,600,833,835,"AA",1614,"N586AA",157,155,116,-2,-4,"AUS","ORD",978,29,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,559,600,859,909,"EV",4788,"N317CA",120,129,99,-10,-1,"AUS","ATL",813,10,11,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,615,620,727,735,"F9",211,"N926FR",132,135,114,-8,-5,"AUS","DEN",775,9,9,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,619,630,1025,1058,"CO",852,"N16618",186,208,164,-33,-11,"AUS","EWR",1504,9,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,620,620,942,952,"OH",5574,"N34CA",142,152,125,-10,0,"AUS","CVG",958,3,14,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,629,632,853,911,"OO",5964,"N712SK",144,159,124,-18,-3,"AUS","ORD",978,7,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,630,635,844,900,"WN",1576,"N325SW",74,85,64,-16,-5,"ELP","AUS",528,4,6,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,639,640,825,825,"AA",579,"N287AA",226,225,212,0,-1,"AUS","SJC",1476,2,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,640,630,727,715,"WN",255,"N642WN",47,45,29,12,10,"HOU","AUS",148,5,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,641,630,735,725,"WN",1480,"N270WN",54,55,38,10,11,"AUS","DAL",189,4,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,645,650,742,746,"CO",340,"N14629",57,56,31,-4,-5,"AUS","IAH",140,12,14,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,646,650,1153,1140,"AA",1182,"N4WSAA",187,170,162,13,-4,"LAX","AUS",1242,4,21,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,649,650,728,735,"WN",1741,"N281WN",39,45,29,-7,-1,"AUS","HOU",148,3,7,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,651,650,739,740,"WN",1524,"N777QC",48,50,36,-1,1,"DAL","AUS",189,4,8,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,652,700,1110,1133,"B6",1060,"N279JB",198,213,171,-23,-8,"AUS","JFK",1522,15,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,656,700,811,821,"XE",1,"N16178",195,201,171,-10,-4,"AUS","ONT",1197,6,18,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,657,605,836,750,"9E",5743,"89039E",99,105,69,46,52,"AUS","MEM",559,9,21,0,"",0,46,0,0,0,0
2008,2,7,4,657,700,859,857,"XE",541,"N12195",122,117,95,2,-3,"MCI","AUS",650,6,21,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,700,705,757,805,"WN",2805,"N317WN",57,60,42,-8,-5,"MAF","AUS",294,3,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,701,705,807,805,"AA",652,"N450AA",66,60,39,2,-4,"AUS","DFW",190,12,15,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,702,705,812,810,"WN",2002,"N400WN",70,65,52,2,-3,"AUS","MAF",294,5,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,705,710,849,905,"WN",697,"N621SW",104,115,87,-16,-5,"AUS","BNA",756,7,10,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,705,705,755,800,"MQ",3366,"N671AE",50,55,40,-5,0,"AUS","DAL",189,2,8,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,707,705,840,840,"WN",2350,"N408WN",153,155,136,0,2,"AUS","PHX",872,4,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,708,710,940,940,"WN",958,"N660SW",152,150,124,0,-2,"AUS","MDW",972,17,11,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,711,715,1002,1019,"DL",1590,"N920DE",111,124,96,-17,-4,"AUS","ATL",813,6,9,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,712,715,806,807,"CO",1841,"N14346",54,52,31,-1,-3,"IAH","AUS",140,5,18,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,714,715,830,832,"XE",519,"N11547",76,77,55,-2,-1,"AUS","MSY",445,5,16,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,723,715,825,814,"CO",1573,"N73270",62,59,35,11,8,"AUS","IAH",140,15,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,724,728,1014,1035,"F9",212,"N937FR",110,127,95,-21,-4,"DEN","AUS",775,6,9,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,725,725,813,815,"WN",1218,"N628SW",48,50,34,-2,0,"DAL","AUS",189,5,9,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,728,725,802,805,"WN",1306,"N508SW",94,100,83,-3,3,"AUS","ELP",528,3,8,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,729,730,829,835,"WN",1148,"N221WN",60,65,48,-6,-1,"LBB","AUS",341,5,7,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,732,730,905,901,"XE",303,"N12552",153,151,127,4,2,"AUS","TUS",797,6,20,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,735,740,830,840,"AA",1958,"N430AA",55,60,40,-10,-5,"AUS","DFW",190,6,9,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,739,745,936,941,"UA",657,"N420UA",237,236,220,-5,-6,"AUS","SFO",1504,6,11,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,745,740,856,850,"WN",255,"N642WN",71,70,58,6,5,"AUS","LBB",341,2,11,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,750,755,839,850,"MQ",3890,"N662EH",49,55,34,-11,-5,"DAL","AUS",189,6,9,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,751,755,902,910,"AA",1465,"N514AA",191,195,173,-8,-4,"AUS","SNA",1209,6,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,751,755,1130,1122,"B6",1061,"N187JB",279,267,251,8,-4,"JFK","AUS",1522,2,26,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,800,800,1019,1010,"OO",4009,"N668CA",199,190,176,9,0,"AUS","SLC",1085,8,15,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,800,805,852,900,"AA",1109,"N4WLAA",52,55,35,-8,-5,"DFW","AUS",190,6,11,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,804,805,855,900,"WN",1452,"N777QC",51,55,38,-5,-1,"AUS","DAL",189,5,8,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,807,815,927,912,"CO",440,"N36207",80,57,37,15,-8,"AUS","IAH",140,16,27,0,"",0,0,0,15,0,0
2008,2,7,4,808,811,938,933,"UA",373,"N347UA",150,142,126,5,-3,"AUS","DEN",775,11,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,810,815,1030,1035,"WN",3498,"N710SW",140,140,128,-5,-5,"BNA","AUS",756,4,8,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,818,820,952,1003,"XE",511,"N11194",94,103,77,-11,-2,"MSY","AUS",445,5,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,826,830,1022,1009,"EV",4677,"N925EV",176,159,148,13,-4,"ATL","AUS",813,7,21,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,826,815,1111,1100,"AA",1199,"N4YNAA",165,165,147,11,11,"ORD","AUS",978,5,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,827,830,915,925,"CO",1583,"N14629",48,55,30,-10,-3,"IAH","AUS",140,5,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,828,835,1024,1017,"US",435,"N308AW",176,162,140,7,-7,"AUS","PHX",872,24,12,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,830,830,1142,1136,"OH",5124,"N538CA",132,126,93,6,0,"AUS","ATL",813,13,26,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,830,830,1103,1115,"WN",3916,"N287WN",153,165,142,-12,0,"MDW","AUS",972,3,8,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,832,835,919,930,"WN",2821,"N317WN",47,55,36,-11,-3,"AUS","DAL",189,4,7,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,832,835,937,935,"AA",450,"N412AA",65,60,35,2,-3,"AUS","DFW",190,9,21,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,832,835,1301,1315,"WN",557,"N788SA",149,160,137,-14,-3,"SAN","AUS",1164,4,8,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,839,840,923,925,"WN",3056,"N223WN",44,45,31,-2,-1,"HOU","AUS",148,5,8,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,841,845,1131,1140,"WN",2205,"N482WN",230,235,217,-9,-4,"BWI","AUS",1342,3,10,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,841,840,932,930,"WN",1551,"N505SW",51,50,36,2,1,"DAL","AUS",189,5,10,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,844,845,940,945,"WN",1218,"N628SW",176,180,161,-5,-1,"AUS","LAS",1090,4,11,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,844,850,958,1010,"AA",379,"N567AA",194,200,175,-12,-6,"AUS","LAX",1242,6,13,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,844,845,1311,1325,"WN",1344,"N469WN",147,160,132,-14,-1,"LAS","AUS",1090,4,11,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,848,850,947,947,"CO",640,"N14346",59,57,33,0,-2,"AUS","IAH",140,10,16,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,849,845,1158,1155,"WN",2800,"N676SW",129,130,115,3,4,"PHX","AUS",872,3,11,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,852,850,1343,1332,"XE",2,"N16178",171,162,154,11,2,"ONT","AUS",1197,6,11,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,857,900,954,1000,"AA",1743,"N3DCAA",57,60,36,-6,-3,"AUS","DFW",190,6,15,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,903,905,1420,1425,"AA",1810,"N287AA",197,200,184,-5,-2,"SJC","AUS",1476,3,10,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,905,905,1057,1055,"OH",5527,"N678CA",172,170,148,2,0,"CVG","AUS",958,5,19,0,"",0,NA,NA,NA,NA,NA
